index,mid,display_name,class_3,class_2,class_1
419,/m/03l9g,Hammer,TBD,Tools,Sounds of things
420,/m/03p19w,Jackhammer,TBD,Tools,Sounds of things
421,/m/01b82r,Sawing,TBD,Tools,Sounds of things
422,/m/02p01q,Filing (rasp),TBD,Tools,Sounds of things
423,/m/023vsd,Sanding,TBD,Tools,Sounds of things
424,/m/0_ksk,Power tool,TBD,Tools,Sounds of things
425,/m/01d380,Drill,TBD,Tools,Sounds of things
426,/m/014zdl,Explosion,TBD,Explosion,Sounds of things
427,/m/032s66,Gunshot gunfire,TBD,Explosion,Sounds of things
428,/m/04zjc,Machine gun,TBD,Explosion,Sounds of things
429,/m/02z32qm,Fusillade,TBD,Explosion,Sounds of things
430,/m/0_1c,Artillery fire,TBD,Explosion,Sounds of things
431,/m/073cg4,Cap gun,TBD,Explosion,Sounds of things
432,/m/0g6b5,Fireworks,TBD,Explosion,Sounds of things
433,/g/122z_qxw,Firecracker,TBD,Explosion,Sounds of things
434,/m/07qsvvw,Burst pop,TBD,Explosion,Sounds of things
435,/m/07pxg6y,Eruption,TBD,Explosion,Sounds of things
436,/m/07qqyl4,Boom,TBD,Explosion,Sounds of things
437,/m/083vt,Wood,TBD,Wood,Sounds of things
438,/m/07pczhz,Chop,TBD,Wood,Sounds of things
439,/m/07pl1bw,Splinter,TBD,Wood,Sounds of things
440,/m/07qs1cx,Crack,TBD,Wood,Sounds of things
441,/m/039jq,Glass,TBD,Glass,Sounds of things
442,/m/07q7njn,Chink clink,TBD,Glass,Sounds of things
443,/m/07rn7sz,Shatter,TBD,Glass,Sounds of things
444,/m/04k94,Liquid,TBD,Liquid,Sounds of things
445,/m/07rrlb6,Splash splatter,TBD,Liquid,Sounds of things
446,/m/07p6mqd,Slosh,TBD,Liquid,Sounds of things
447,/m/07qlwh6,Squish,TBD,Liquid,Sounds of things
448,/m/07r5v4s,Drip,TBD,Liquid,Sounds of things
449,/m/07prgkl,Pour,TBD,Liquid,Sounds of things
450,/m/07pqc89,Trickle dribble,TBD,Liquid,Sounds of things
451,/t/dd00088,Gush,TBD,Liquid,Sounds of things
452,/m/07p7b8y,Fill (with liquid),TBD,Liquid,Sounds of things
453,/m/07qlf79,Spray,TBD,Liquid,Sounds of things
454,/m/07ptzwd,Pump (liquid),TBD,Liquid,Sounds of things
455,/m/07ptfmf,Stir,TBD,Liquid,Sounds of things
456,/m/0dv3j,Boiling,TBD,Liquid,Sounds of things
457,/m/0790c,Sonar,TBD,Miscellaneous sources,Sounds of things
458,/m/0dl83,Arrow,TBD,Miscellaneous sources,Sounds of things
459,/m/07rqsjt,Whoosh swoosh swish,TBD,Miscellaneous sources,Sounds of things
460,/m/07qnq_y,Thump thud,TBD,Miscellaneous sources,Sounds of things
461,/m/07rrh0c,Thunk,TBD,Miscellaneous sources,Sounds of things
462,/m/0b_fwt,Electronic tuner,TBD,Miscellaneous sources,Sounds of things
463,/m/02rr_,Effects unit,TBD,Miscellaneous sources,Sounds of things
464,/m/07m2kt,Chorus effect,TBD,Miscellaneous sources,Sounds of things
465,/m/018w8,Basketball bounce,TBD,Specific impact sounds,Sounds of things
466,/m/07pws3f,Bang,TBD,Generic impact sounds,Source-ambiguous sounds
467,/m/07ryjzk,Slap smack,TBD,Generic impact sounds,Source-ambiguous sounds
468,/m/07rdhzs,Whack thwack,TBD,Generic impact sounds,Source-ambiguous sounds
469,/m/07pjjrj,Smash crash,TBD,Generic impact sounds,Source-ambiguous sounds
470,/m/07pc8lb,Breaking,TBD,Generic impact sounds,Source-ambiguous sounds
471,/m/07pqn27,Bouncing,TBD,Generic impact sounds,Source-ambiguous sounds
472,/m/07rbp7_,Whip,TBD,Generic impact sounds,Source-ambiguous sounds
473,/m/07pyf11,Flap,TBD,Generic impact sounds,Source-ambiguous sounds
474,/m/07qb_dv,Scratch,TBD,Generic impact sounds,Source-ambiguous sounds
475,/m/07qv4k0,Scrape,TBD,Generic impact sounds,Source-ambiguous sounds
476,/m/07pdjhy,Rub,TBD,Generic impact sounds,Source-ambiguous sounds
477,/m/07s8j8t,Roll,TBD,Generic impact sounds,Source-ambiguous sounds
478,/m/07plct2,Crushing,TBD,Deformable shell,Source-ambiguous sounds
479,/t/dd00112,Crumpling crinkling,TBD,Deformable shell,Source-ambiguous sounds
480,/m/07qcx4z,Tearing,TBD,Deformable shell,Source-ambiguous sounds
481,/m/02fs_r,Beep bleep,TBD,Onomatopoeia,Source-ambiguous sounds
482,/m/07qwdck,Ping,TBD,Onomatopoeia,Source-ambiguous sounds
483,/m/07phxs1,Ding,TBD,Onomatopoeia,Source-ambiguous sounds
484,/m/07rv4dm,Clang,TBD,Onomatopoeia,Source-ambiguous sounds
485,/m/07s02z0,Squeal,TBD,Onomatopoeia,Source-ambiguous sounds
486,/m/07qh7jl,Creak,TBD,Onomatopoeia,Source-ambiguous sounds
487,/m/07qwyj0,Rustle,TBD,Onomatopoeia,Source-ambiguous sounds
488,/m/07s34ls,Whir,TBD,Onomatopoeia,Source-ambiguous sounds
489,/m/07qmpdm,Clatter,TBD,Onomatopoeia,Source-ambiguous sounds
490,/m/07p9k1k,Sizzle,TBD,Onomatopoeia,Source-ambiguous sounds
491,/m/07qc9xj,Clicking,TBD,Onomatopoeia,Source-ambiguous sounds
492,/m/07rwm0c,Clickety-clack,TBD,Onomatopoeia,Source-ambiguous sounds
493,/m/07phhsh,Rumble,TBD,Onomatopoeia,Source-ambiguous sounds
494,/m/07qyrcz,Plop,TBD,Onomatopoeia,Source-ambiguous sounds
495,/m/07qfgpx,Jingle tinkle,TBD,Onomatopoeia,Source-ambiguous sounds
496,/m/07rcgpl,Hum,TBD,Onomatopoeia,Source-ambiguous sounds
497,/m/07p78v5,Zing,TBD,Onomatopoeia,Source-ambiguous sounds
498,/t/dd00121,Boing,TBD,Onomatopoeia,Source-ambiguous sounds
499,/m/07s12q4,Crunch,TBD,Onomatopoeia,Source-ambiguous sounds
500,/m/028v0c,Silence,TBD,Silence,Source-ambiguous sounds
501,/m/01v_m0,Sine wave,TBD,Other sourceless,Source-ambiguous sounds
502,/m/0b9m1,Harmonic,TBD,Other sourceless,Source-ambiguous sounds
503,/m/0hdsk,Chirp tone,TBD,Other sourceless,Source-ambiguous sounds
504,/m/0c1dj,Sound effect,TBD,Other sourceless,Source-ambiguous sounds
505,/m/07pt_g0,Pulse,TBD,Other sourceless,Source-ambiguous sounds
506,/t/dd00125,Inside small room,TBD,Acoustic environment,Channel environment and background
507,/t/dd00126,Inside large room or hall,TBD,Acoustic environment,Channel environment and background
508,/t/dd00127,Inside public space,TBD,Acoustic environment,Channel environment and background
509,/t/dd00128,Outside urban or manmade,TBD,Acoustic environment,Channel environment and background
510,/t/dd00129,Outside rural or natural,TBD,Acoustic environment,Channel environment and background
511,/m/01b9nn,Reverberation,TBD,Acoustic environment,Channel environment and background
512,/m/01jnbd,Echo,TBD,Acoustic environment,Channel environment and background
513,/m/096m7z,Noise,TBD,Noise,Channel environment and background
514,/m/06_y0by,Environmental noise,TBD,Noise,Channel environment and background
515,/m/07rgkc5,Static,TBD,Noise,Channel environment and background
516,/m/06xkwv,Mains hum,TBD,Noise,Channel environment and background
517,/m/0g12c5,Distortion,TBD,Noise,Channel environment and background
518,/m/08p9q4,Sidetone,TBD,Noise,Channel environment and background
519,/m/07szfh9,Cacophony,TBD,Noise,Channel environment and background
520,/m/0chx_,White noise,TBD,Noise,Channel environment and background
521,/m/0cj0r,Pink noise,TBD,Noise,Channel environment and background
522,/m/07p_0gm,Throbbing,TBD,Noise,Channel environment and background
523,/m/01jwx6,Vibration,TBD,Noise,Channel environment and background
524,/m/07c52,Television,TBD,Sound reproduction,Channel environment and background
525,/m/06bz3,Radio,TBD,Sound reproduction,Channel environment and background
526,/m/07hvw1,Field recording,TBD,Sound reproduction,Channel environment and background
